place_name,address,lat,lon,tags,description,category_clean,governorateId
Mastabas and rock cut tombs,,29.9743792,31.1346424,"historical_site, landmark, tourist_hotspot","Mastaba (/ˈmæstəbə/ MASS-tə-bə, /ˈmɑːstɑːbɑː/ MAHSS-tah-bah or /mɑːˈstɑːbɑː/ mahss-TAH-bah; also mastabah or mastabat) is a type of ancient Egyptian tomb in the form of a flat‑roofed, rectangular structure with inward sloping sides, constructed out of mudbricks or limestone. These edifices marked the burial sites of many eminent Egyptians during Egypt's Early Dynastic Period ""Early Dynastic Period (Egypt)"") and Old Kingdom.",culture,10
Mastabas,"Near the right bank of the Nile, Giza, Egypt",29.9775172,31.1351815,"historical_site, landmark, quiet_place, tourist_hotspot","A mastaba is a type of ancient Egyptian tomb in the form of a flat‑roofed, rectangular structure with inward sloping sides, constructed out of mudbricks or limestone. These edifices marked the burial sites of many eminent Egyptians during Egypt's Early Dynastic Period and Old Kingdom, and non‑royal use of mastabas continued for over a thousand years. The mastaba tomb was a type of chamber only accessible by a unique door that was supposed to be inhabited by the “spectrum” of the deceased which was reproduced on the wall by paintings or sculptures in relief.",culture,10
Western cemetery,"Giza, Cairo, Egypt",29.9799042,31.1309892,"historical_site, instagrammable, quiet_place, tourist_hotspot","Private cemeteries are tucked into the hill alongside the causeways, as well as arrayed in neat rows around the Pyramids in a grid pattern. Only a few of the tombs are open to the public at any given time.",culture,10
توتال,"East Port Said, Arab Republic of Egypt",29.9913287,31.1380117,"budget_friendly, local_favorite, tourist_hotspot","In Egypt, we are active through our retail activities. We also develop solar projects in the country. We lead several community outreach initiatives in the country.",other,19
BADR RIHAN,"Cairo, Egypt",30.013471,31.1329253,"desert, local_favorite, tourist_hotspot","Badr is located in Egypt Badr (Egyptian Arabic: بدر pronounced (/wiki/Help:IPA/Egyptian_Arabic ""Help:IPA/Egyptian Arabic"")) is a satellite city in the Eastern Area of Cairo, Egypt. It was planned and is administered by the New Urban Communities Authority(NUCA). It was established in 1982 according to Prime Ministerial Decree 235/1982 allocating NUCA 3000 acres in the Eastern Desert on the Cairo-Suez Highway.",other,9
Sphinx Stele,"Giza, Egypt",29.9752684,31.1378372,"guided_tours, historical_site, landmark, tourist_hotspot","The Dream Stele, also called the Sphinx Stele, is an epigraphic stele erected between the front paws of the Great Sphinx of Giza by the ancient Egyptian pharaoh Thutmose IV in the first year of the king's reign, 1401 BC, during the 18th Dynasty. The Dream Stele is a rectangular stele made of granite, 3.6 metres (12 ft) tall and weighing 15 tons. It originally formed the back wall of a small open-air chapel built by Thutmose IV between the paws of the Sphinx.",culture,10
Tomb of Meresankh III,"Giza, Egypt",29.9778003,31.1377395,"family_friendly, historical_site, tourist_hotspot","The Tomb of Meresankh III is an ancient Egyptian tomb in the Eastern Cemetery of the Giza Necropolis. It housed the burial of Meresankh III, queen and wife to Khafre, though it was most likely commissioned by her mother, Hetepheres II.",culture,10
Pyramid alignment viewpoint,"8 Abbas El-Akaa'd Street, 6th Floor, Nasr City, Cairo-Egypt",29.974455,31.1239021,"landmark, scenic, tourist_hotspot","VIEWPOINT is a location map. The address is 8 Abbas El-Akaa'd Street, 6th Floor, Nasr City, Cairo-Egypt. Phone: +2 02 22720037 Mobile: +2 0100 1661171",outdoor,9
Panorama point II.,Egypt - Cairo - Pyramids of Giza,29.9664651,31.1279181,"adventure, scenic, tourist_hotspot","It takes approximately ten minutes to walk along the paved road from the Panoramic View to the Panoramic Point, and there is a slight uphill along the way. [...] Panoramic Point is very similar to Panoramic View, perhaps with a slightly different angle of the Pyramid of Menkaure and the three little pyramids in the front. Therefore, if you only have a limited amount of time, you can skip either one of these two lookout points. During the time that I was in this spot, I took a break to have a drink and take in the breathtaking scenery before moving on to the most beautiful view of the pyramids.",outdoor,9
Flower Resort 2 Park,"New Cairo, Palm East, Egypt",29.9764098,31.0334917,"nature, park, quiet_place, scenic","Flower Resort 2 Park is situated within the vibrant Palm East development in New Cairo, Egypt. The venue offers a blend of recreational facilities, gardens, and leisure amenities designed for relaxation. Its setting provides easy connectivity to the capital’s major attractions.",relaxation,9
Flower Resort 2 Swimming Pool,"Cairo, Egypt",29.9779147,31.0345005,"family_friendly, nature, quiet_place, scenic","Flower Resort 2 Swimming Pool is a recreational facility situated in Egypt that offers a swimming pool and leisure amenities. It is featured in the Egypt Business Directory as a venue targeting outdoor and relaxation activities. The location is positioned in an urban area of the country, providing facilities for families and visitors seeking a relaxed environment.",outdoor,9
Al Kamal Mosque,"Cairo, Egypt",30.0026376,31.0120185,"historical_site, religious_site, tourist_hotspot","Nothing of the original interior decoration remains. It is except some wood carving on the beams and doors. Moreover, it is also except a stucco inscription band along some of the arches.",culture,9
Abu Shoqaa Mosque,"New Administrative Capital, Egypt",30.0112345,31.018107,"accessible, landmark, religious_site, tourist_hotspot","Located in the New Administrative Capital, Egypt's Islamic Cultural Center features the Grand Mosque or the Masjid Misr (masjid in Egypt and other Arabic countris means “mosque”): the largest mosque in Egypt, and Africa, and the third largest in the world, covering 476,000 square meters and accommodating up to 137,000 worshippers. The mosque boasts two 148-meter minarets, a 30-meter dome, a Grand Chandelier measuring 22 meters in diameter, and ornate natural marble walls.",culture,9
Point of Attila Gulyas 230115-a,"تقاطع الإقليمي مع طريق الواحات, near Mouqaf Qarun, Faiyum, Egypt",29.8305786,30.9795552,"historical_site, nature, religious_site, tourist_hotspot","The Point of Attila Gulyas 230115-a is a notable location in the Faiyum governorate, situated at the intersection of the regional road with the Oasis route. It is surrounded by several community-contributed entries including a mosque, a medical clinic, a cooking school, and Watermelon Valley, indicating a blend of cultural, religious, and culinary points of interest.",culture,8
Point of Attila Gulyas 230115-b,"29.7583411, 30.9012139",29.7583411,30.9012139,"historical_site, river_view, scenic, tourist_hotspot","The site is situated near the iconic pyramids of Giza, offering a panoramic view of ancient Egyptian architecture surrounded by palm trees and a river. It provides a scenic backdrop with historic landmarks and modern amenities for visitors. The location blends cultural heritage with a tranquil outdoor setting.",other,10
Pyramid alignment viewpoint,"8 Abbas El-Akaa'd Street, 6th Floor, Nasr City, Cairo-Egypt",29.9678802,31.1250045,"historical_site, scenic, tourist_hotspot","The Pyramid alignment viewpoint is a scenic spot in Cairo, Egypt, offering an alignment perspective of the pyramids. It is situated at 8 Abbas El-Akaa'd Street, 6th Floor, Nasr City, Cairo. Visitors can enjoy the historic landscape.",culture,9
Elgabry horse club,"Elgabry horse club, Egypt",29.9737227,31.142124,"family_friendly, nature, scenic","Elgabry horse club is a horse riding facility situated in Egypt that offers equestrian activities and a venue for horse enthusiasts. The venue provides a space for training, events, and community engagement within the Egyptian equine scene. Its location in a central urban area ensures accessibility for riders and spectators alike.",activities,9
loads of horse and buggy rides in the desert sand right along the fence,"Giza Pyramids, Cairo, Egypt",29.9590344,31.1284628,"adventure, desert, historical_site",The best Western Desert Horse & carriage tours. From $89 $85. From $105 $86 Cairo: Giza Pyramids Tour and Horse Carriage Ride begin your adventure on a horse,activities,10
Layaly Paris,"10, rue Sri Lanka Zamalek – Le Caire",31.3592015,27.2571573,"cafe, cozy, quiet_place","Layaly Cafe has been serving Astoria since 2014. Our mission is to provide a welcoming destination for friends to enjoy hookah and a fresh meal. With 8 years of success, we look forward to adding you to our long history of happy customers. The coffee is consistently delicious.",food_drink,9
cookdoor,"10 El Tayaran St., Nasr city, Cairo Near To Rabaa El Adaweya Mosque",31.3567587,27.2366025,"fast_food, restaurant, street_food","Cook Door is a chain of fast food restaurants based in Cairo, Egypt. It is one of Egypt's fast food chains, along with Smiley's Grill and Mo'men. Cook Door, founded in 1988, gained popularity within the Egyptian market/youth.",food_drink,9
Mo'men,"Cairo, Egypt",31.3581252,27.2262254,"fast_food, local_favorite, street_food","Mo'men is a fast‑food chain of restaurants based in Cairo, Egypt. Founded in 1988 in Heliopolis by three brothers with an initial capital of EGP 12,000, it has grown to become the third‑largest fast‑food operator in the country, serving over 9.5 million customers annually. The brand’s success is attributed to its local name, distinctive product composition, variety, and packaging, which differentiate it from other international chains. Its early growth relied on trial‑and‑error product development without a formal research and development department.",food_drink,9
El-Shabrawy,"Ring Rd., El katameya, Cairo Inside Ring Road Complex Mall, Ground Floor",31.3571493,27.2290887,"family_friendly, restaurant, street_food","El-Shabrawy is an Egyptian restaurant offering home delivery and dine‑in services across multiple locations in Cairo. Its menu features items such as burgers, foul, ta‘meya, pizza, and shawarma, served in branches located near universities and commercial areas.",food_drink,9
Egypt Air,"EGYPTAIR Holding Company Admin complex, Airport Road, Cairo P.O Box 11776, Egypt",31.3539933,27.23647,"local_favorite, luxury, tourist_hotspot","EgyptAir’s head office is located at EGYPTAIR Holding Company Admin complex, Airport Road, Cairo P.O Box 11776, Egypt. The Egyptair main office is the nerve centre of the airline’s travel operations, Whether you need help booking a flight, have a corporate inquiry, or require other specialized travel assistance, the Egyptair head office is equipped to handle a wide range of needs.",other,9
